Estado,Clave SIINAH,Siglas,Centro de trabajo,Año,Mes,Tipo de visitantes,Número de visitas,Nacionalidad
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,5,Exposiciones temporales con costo adicional,0,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,5,Entrada sin costo,20,Extranjeros
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,6,Estudiantes nivel básico,155,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,6,Entrada dominical,220,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,6,Boleto pagado,0,Extranjeros
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,6,Estudiantes nivel superior,226,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,6,Boleto pagado,0,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,6,Exposiciones temporales con costo adicional,0,Extranjeros
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,6,Trabajadores INAH,0,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,6,"Tercera edad, pensionados y jubilados",0,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,6,Exposiciones temporales con costo adicional,0,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,6,Entrada sin costo,13,Extranjeros
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,6,Profesores,0,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,6,Discapacitados,0,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,6,Entrada sin costo,185,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,7,Estudiantes nivel superior,180,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,7,Boleto pagado,0,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,7,Exposiciones temporales con costo adicional,0,Extranjeros
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,7,"Tercera edad, pensionados y jubilados",0,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,7,Exposiciones temporales con costo adicional,0,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,7,Entrada sin costo,21,Extranjeros
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,7,Trabajadores INAH,0,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,7,Discapacitados,0,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,7,Entrada sin costo,223,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,7,Profesores,0,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,7,Estudiantes nivel básico,313,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,7,Entrada dominical,180,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,7,Boleto pagado,0,Extranjeros
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,8,Estudiantes nivel superior,140,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,8,Boleto pagado,0,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,8,Exposiciones temporales con costo adicional,0,Extranjeros
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,8,Trabajadores INAH,0,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,8,"Tercera edad, pensionados y jubilados",0,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,8,Exposiciones temporales con costo adicional,0,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,8,Entrada sin costo,59,Extranjeros
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,8,Profesores,2,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,8,Discapacitados,0,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,8,Entrada sin costo,453,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,8,Estudiantes nivel básico,229,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,8,Entrada dominical,171,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,8,Boleto pagado,0,Extranjeros
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,9,Estudiantes nivel básico,103,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,9,Entrada dominical,33,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,9,Boleto pagado,0,Extranjeros
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,9,Estudiantes nivel superior,176,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,9,Boleto pagado,0,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,9,Exposiciones temporales con costo adicional,0,Extranjeros
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,9,Trabajadores INAH,0,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,9,"Tercera edad, pensionados y jubilados",110,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,9,Exposiciones temporales con costo adicional,0,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,9,Entrada sin costo,113,Extranjeros
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,9,Profesores,3,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,9,Discapacitados,7,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,9,Entrada sin costo,0,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,10,Estudiantes nivel superior,10,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,10,Boleto pagado,0,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,10,Exposiciones temporales con costo adicional,0,Extranjeros
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,10,Trabajadores INAH,0,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,10,"Tercera edad, pensionados y jubilados",206,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,10,Exposiciones temporales con costo adicional,0,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,10,Entrada sin costo,16,Extranjeros
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,10,Profesores,7,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,10,Discapacitados,0,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,10,Entrada sin costo,228,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,10,Estudiantes nivel básico,120,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,10,Entrada dominical,271,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,10,Boleto pagado,0,Extranjeros
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,11,Estudiantes nivel superior,78,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,11,Boleto pagado,0,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,11,Exposiciones temporales con costo adicional,0,Extranjeros
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,11,Trabajadores INAH,0,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,11,"Tercera edad, pensionados y jubilados",0,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,11,Exposiciones temporales con costo adicional,0,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,11,Entrada sin costo,36,Extranjeros
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,11,Profesores,4,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,11,Discapacitados,0,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,11,Entrada sin costo,277,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,11,Estudiantes nivel básico,100,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,11,Entrada dominical,305,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,11,Boleto pagado,0,Extranjeros
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,12,Profesores,11,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,12,Discapacitados,0,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,12,Entrada sin costo,383,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,12,Estudiantes nivel básico,198,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,12,Entrada dominical,192,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,12,Boleto pagado,0,Extranjeros
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,12,Estudiantes nivel superior,215,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,12,Boleto pagado,0,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,12,Exposiciones temporales con costo adicional,0,Extranjeros
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,12,Trabajadores INAH,0,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,12,"Tercera edad, pensionados y jubilados",0,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,12,Exposiciones temporales con costo adicional,0,Nacional
Chiapas,2400800,M.- M.H,Museo Arqueológico de Comitán,2019,12,Entrada sin costo,106,Extranjeros
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,1,Trabajadores INAH,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,1,"Tercera edad, pensionados y jubilados",0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,1,Exposiciones temporales con costo adicional,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,1,Entrada sin costo,0,Extranjeros
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,1,Profesores,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,1,Discapacitados,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,1,Entrada sin costo,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,1,Estudiantes nivel básico,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,1,Entrada dominical,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,1,Boleto pagado,0,Extranjeros
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,1,Estudiantes nivel superior,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,1,Boleto pagado,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,1,Exposiciones temporales con costo adicional,0,Extranjeros
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,2,Estudiantes nivel superior,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,2,Boleto pagado,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,2,Exposiciones temporales con costo adicional,0,Extranjeros
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,2,Trabajadores INAH,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,2,"Tercera edad, pensionados y jubilados",0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,2,Exposiciones temporales con costo adicional,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,2,Entrada sin costo,0,Extranjeros
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,2,Profesores,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,2,Discapacitados,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,2,Entrada sin costo,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,2,Estudiantes nivel básico,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,2,Entrada dominical,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,2,Boleto pagado,0,Extranjeros
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,3,Estudiantes nivel superior,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,3,Boleto pagado,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,3,Exposiciones temporales con costo adicional,0,Extranjeros
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,3,Trabajadores INAH,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,3,"Tercera edad, pensionados y jubilados",0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,3,Exposiciones temporales con costo adicional,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,3,Entrada sin costo,0,Extranjeros
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,3,Profesores,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,3,Discapacitados,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,3,Entrada sin costo,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,3,Estudiantes nivel básico,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,3,Entrada dominical,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,3,Boleto pagado,0,Extranjeros
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,4,Estudiantes nivel básico,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,4,Entrada dominical,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,4,Boleto pagado,0,Extranjeros
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,4,Estudiantes nivel superior,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,4,Boleto pagado,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,4,Exposiciones temporales con costo adicional,0,Extranjeros
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,4,Trabajadores INAH,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,4,"Tercera edad, pensionados y jubilados",0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,4,Exposiciones temporales con costo adicional,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,4,Entrada sin costo,0,Extranjeros
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,4,Profesores,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,4,Discapacitados,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,4,Entrada sin costo,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,5,Profesores,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,5,Discapacitados,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,5,Entrada sin costo,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,5,Estudiantes nivel básico,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,5,Entrada dominical,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,5,Boleto pagado,0,Extranjeros
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,5,Estudiantes nivel superior,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,5,Boleto pagado,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,5,Exposiciones temporales con costo adicional,0,Extranjeros
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,5,Trabajadores INAH,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,5,"Tercera edad, pensionados y jubilados",0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,5,Exposiciones temporales con costo adicional,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,5,Entrada sin costo,0,Extranjeros
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,6,Profesores,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,6,Discapacitados,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,6,Entrada sin costo,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,6,Estudiantes nivel básico,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,6,Entrada dominical,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,6,Boleto pagado,0,Extranjeros
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,6,Estudiantes nivel superior,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,6,Boleto pagado,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,6,Exposiciones temporales con costo adicional,0,Extranjeros
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,6,Trabajadores INAH,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,6,"Tercera edad, pensionados y jubilados",0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,6,Exposiciones temporales con costo adicional,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,6,Entrada sin costo,0,Extranjeros
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,7,Profesores,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,7,Discapacitados,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,7,Entrada sin costo,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,7,Estudiantes nivel básico,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,7,Entrada dominical,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,7,Boleto pagado,0,Extranjeros
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,7,Estudiantes nivel superior,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,7,Boleto pagado,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,7,Exposiciones temporales con costo adicional,0,Extranjeros
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,7,Trabajadores INAH,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,7,"Tercera edad, pensionados y jubilados",0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,7,Exposiciones temporales con costo adicional,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,7,Entrada sin costo,0,Extranjeros
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,8,Trabajadores INAH,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,8,"Tercera edad, pensionados y jubilados",0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,8,Exposiciones temporales con costo adicional,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,8,Entrada sin costo,0,Extranjeros
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,8,Profesores,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,8,Discapacitados,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,8,Entrada sin costo,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,8,Estudiantes nivel básico,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,8,Entrada dominical,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,8,Boleto pagado,0,Extranjeros
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,8,Estudiantes nivel superior,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,8,Boleto pagado,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,8,Exposiciones temporales con costo adicional,0,Extranjeros
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,9,Profesores,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,9,Discapacitados,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,9,Entrada sin costo,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,9,Estudiantes nivel básico,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,9,Entrada dominical,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,9,Boleto pagado,0,Extranjeros
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,9,Estudiantes nivel superior,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,9,Boleto pagado,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,9,Exposiciones temporales con costo adicional,0,Extranjeros
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,9,Trabajadores INAH,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,9,"Tercera edad, pensionados y jubilados",0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,9,Exposiciones temporales con costo adicional,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,9,Entrada sin costo,0,Extranjeros
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,10,Estudiantes nivel superior,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,10,Boleto pagado,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,10,Exposiciones temporales con costo adicional,0,Extranjeros
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,10,Trabajadores INAH,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,10,"Tercera edad, pensionados y jubilados",0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,10,Exposiciones temporales con costo adicional,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,10,Entrada sin costo,0,Extranjeros
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,10,Profesores,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,10,Discapacitados,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,10,Entrada sin costo,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,10,Estudiantes nivel básico,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,10,Entrada dominical,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,10,Boleto pagado,0,Extranjeros
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,11,Trabajadores INAH,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,11,"Tercera edad, pensionados y jubilados",0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,11,Exposiciones temporales con costo adicional,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,11,Entrada sin costo,0,Extranjeros
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,11,Profesores,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,11,Discapacitados,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,11,Entrada sin costo,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,11,Estudiantes nivel básico,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,11,Entrada dominical,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,11,Boleto pagado,0,Extranjeros
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,11,Estudiantes nivel superior,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,11,Boleto pagado,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,11,Exposiciones temporales con costo adicional,0,Extranjeros
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,12,Profesores,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,12,Discapacitados,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,12,Entrada sin costo,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,12,Estudiantes nivel básico,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,12,Entrada dominical,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,12,Boleto pagado,0,Extranjeros
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,12,Estudiantes nivel superior,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,12,Boleto pagado,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,12,Exposiciones temporales con costo adicional,0,Extranjeros
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,12,Trabajadores INAH,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,12,"Tercera edad, pensionados y jubilados",0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,12,Exposiciones temporales con costo adicional,0,Nacional
Chiapas,2400900,M.- M.H,Museo Arqueológico del Soconusco,2019,12,Entrada sin costo,0,Extranjeros
Chiapas,2401000,M.- M.H,Museo de los Altos de Chiapas,2019,1,Trabajadores INAH,3,Nacional
